vdc,ward,parcel_id,Landuse
इटियाही,1,602,आवासिय क्षेत्र
इटियाही,1,603,आवासिय क्षेत्र
इटियाही,1,604,आवासिय क्षेत्र
इटियाही,1,605,आवासिय क्षेत्र
इटियाही,1,607,आवासिय क्षेत्र
इटियाही,1,607,आवासिय क्षेत्र
इटियाही,1,607,आवासिय क्षेत्र
इटियाही,1,607,आवासिय क्षेत्र
इटियाही,1,607,आवासिय क्षेत्र
इटियाही,1,607,आवासिय क्षेत्र
इटियाही,1,608,आवासिय क्षेत्र
इटियाही,1,609,आवासिय क्षेत्र
इटियाही,1,611,आवासिय क्षेत्र
इटियाही,1,612,आवासिय क्षेत्र
इटियाही,1,613,आवासिय क्षेत्र
इटियाही,1,614,आवासिय क्षेत्र
इटियाही,1,615,आवासिय क्षेत्र
इटियाही,1,616,आवासिय क्षेत्र
इटियाही,1,617,आवासिय क्षेत्र
इटियाही,1,619,आवासिय क्षेत्र
इटियाही,1,621,आवासिय क्षेत्र
इटियाही,1,622,आवासिय क्षेत्र
इटियाही,1,625,आवासिय क्षेत्र
इटियाही,1,631,आवासिय क्षेत्र
इटियाही,1,632,आवासिय क्षेत्र
इटियाही,1,633,आवासिय क्षेत्र
इटियाही,1,634,आवासिय क्षेत्र
इटियाही,1,635,आवासिय क्षेत्र
इटियाही,1,636,आवासिय क्षेत्र
इटियाही,1,637,आवासिय क्षेत्र
इटियाही,1,638,आवासिय क्षेत्र
इटियाही,1,639,आवासिय क्षेत्र
इटियाही,1,640,आवासिय क्षेत्र
इटियाही,1,643,आवासिय क्षेत्र
इटियाही,1,644,आवासिय क्षेत्र
इटियाही,1,647,आवासिय क्षेत्र
इटियाही,1,648,आवासिय क्षेत्र
इटियाही,1,649,आवासिय क्षेत्र
इटियाही,1,650,आवासिय क्षेत्र
इटियाही,1,651,आवासिय क्षेत्र
इटियाही,1,654,कृषि क्षेत्र
इटियाही,1,655,कृषि क्षेत्र
इटियाही,1,656,कृषि क्षेत्र
इटियाही,1,657,आवासिय क्षेत्र
इटियाही,1,658,आवासिय क्षेत्र
इटियाही,1,660,आवासिय क्षेत्र
इटियाही,1,660,आवासिय क्षेत्र
इटियाही,1,661,आवासिय क्षेत्र
इटियाही,1,662,आवासिय क्षेत्र
इटियाही,1,663,आवासिय क्षेत्र
इटियाही,1,665,आवासिय क्षेत्र
इटियाही,1,666,आवासिय क्षेत्र
इटियाही,1,669,आवासिय क्षेत्र
इटियाही,1,670,आवासिय क्षेत्र
इटियाही,1,671,आवासिय क्षेत्र
इटियाही,1,672,आवासिय क्षेत्र
इटियाही,1,673,कृषि क्षेत्र
इटियाही,1,675,कृषि क्षेत्र
इटियाही,1,676,कृषि क्षेत्र
इटियाही,1,677,कृषि क्षेत्र
इटियाही,1,678,कृषि क्षेत्र
इटियाही,1,679,आवासिय क्षेत्र
इटियाही,1,680,आवासिय क्षेत्र
इटियाही,1,684,आवासिय क्षेत्र
इटियाही,1,685,कृषि क्षेत्र
इटियाही,1,697,आवासिय क्षेत्र
इटियाही,1,698,आवासिय क्षेत्र
इटियाही,1,699,आवासिय क्षेत्र
इटियाही,1,700,आवासिय क्षेत्र
इटियाही,1,701,कृषि क्षेत्र
इटियाही,1,702,कृषि क्षेत्र
इटियाही,1 गाउँ,1,आवासिय क्षेत्र
इटियाही,1 गाउँ,2,आवासिय क्षेत्र
इटियाही,1 गाउँ,4,आवासिय क्षेत्र
इटियाही,1 गाउँ,6,आवासिय क्षेत्र
इटियाही,1 गाउँ,11,आवासिय क्षेत्र
इटियाही,1 गाउँ,12,आवासिय क्षेत्र
इटियाही,1 गाउँ,13,आवासिय क्षेत्र
इटियाही,1 गाउँ,14,आवासिय क्षेत्र
इटियाही,1 गाउँ,15,आवासिय क्षेत्र
इटियाही,1 गाउँ,16,आवासिय क्षेत्र
इटियाही,1 गाउँ,17,आवासिय क्षेत्र
इटियाही,1 गाउँ,18,आवासिय क्षेत्र
इटियाही,1 गाउँ,19,आवासिय क्षेत्र
इटियाही,1 गाउँ,20,आवासिय क्षेत्र
इटियाही,1 गाउँ,21,आवासिय क्षेत्र
इटियाही,1 गाउँ,22,आवासिय क्षेत्र
इटियाही,1 गाउँ,23,आवासिय क्षेत्र
इटियाही,1 गाउँ,24,आवासिय क्षेत्र
इटियाही,1 गाउँ,25,आवासिय क्षेत्र
इटियाही,1 गाउँ,26,आवासिय क्षेत्र
इटियाही,1 गाउँ,27,आवासिय क्षेत्र
इटियाही,1 गाउँ,28,आवासिय क्षेत्र
इटियाही,1 गाउँ,29,आवासिय क्षेत्र
इटियाही,1 गाउँ,30,आवासिय क्षेत्र
इटियाही,1 गाउँ,31,आवासिय क्षेत्र
इटियाही,1 गाउँ,32,आवासिय क्षेत्र
इटियाही,1 गाउँ,33,आवासिय क्षेत्र
इटियाही,1 गाउँ,34,आवासिय क्षेत्र
इटियाही,1 गाउँ,35,आवासिय क्षेत्र
इटियाही,1 गाउँ,36,आवासिय क्षेत्र
इटियाही,1 गाउँ,37,आवासिय क्षेत्र
इटियाही,1 गाउँ,38,आवासिय क्षेत्र
इटियाही,1 गाउँ,39,आवासिय क्षेत्र
इटियाही,1 गाउँ,40,आवासिय क्षेत्र
इटियाही,1 गाउँ,42,आवासिय क्षेत्र
इटियाही,1 गाउँ,43,आवासिय क्षेत्र
इटियाही,1 गाउँ,44,आवासिय क्षेत्र
इटियाही,1 गाउँ,45,आवासिय क्षेत्र
इटियाही,1 गाउँ,47,आवासिय क्षेत्र
इटियाही,1 गाउँ,50,आवासिय क्षेत्र
इटियाही,1 गाउँ,52,आवासिय क्षेत्र
इटियाही,1 गाउँ,53,आवासिय क्षेत्र
इटियाही,1 गाउँ,54,आवासिय क्षेत्र
इटियाही,1 गाउँ,55,आवासिय क्षेत्र
इटियाही,1 गाउँ,56,आवासिय क्षेत्र
इटियाही,1 गाउँ,64,आवासिय क्षेत्र
इटियाही,1 गाउँ,65,आवासिय क्षेत्र
इटियाही,1 गाउँ,66,आवासिय क्षेत्र
इटियाही,1 गाउँ,67,आवासिय क्षेत्र
इटियाही,1 गाउँ,68,आवासिय क्षेत्र
इटियाही,1 गाउँ,69,आवासिय क्षेत्र
इटियाही,1 गाउँ,70,आवासिय क्षेत्र
इटियाही,1 गाउँ,71,आवासिय क्षेत्र
इटियाही,1 गाउँ,72,आवासिय क्षेत्र
इटियाही,1 गाउँ,73,आवासिय क्षेत्र
इटियाही,1 गाउँ,74,आवासिय क्षेत्र
इटियाही,1 गाउँ,75,आवासिय क्षेत्र
इटियाही,1 गाउँ,78,आवासिय क्षेत्र
इटियाही,1 गाउँ,79,आवासिय क्षेत्र
इटियाही,1 नहर,5,आवासिय क्षेत्र
इटियाही,1 नहर,84,आवासिय क्षेत्र
इटियाही,1 नहर,86,आवासिय क्षेत्र
इटियाही,1 नहर,143,सार्वजनिक उपयोग क्षेत्र
इटियाही,1 नहर,147,सार्वजनिक उपयोग क्षेत्र
इटियाही,1 नहर,150,आवासिय क्षेत्र
इटियाही,1 नहर,151,आवासिय क्षेत्र
इटियाही,1 नहर,153,आवासिय क्षेत्र
इटियाही,1 नहर,154,आवासिय क्षेत्र
इटियाही,1 नहर,158,आवासिय क्षेत्र
इटियाही,1 नहर,161,आवासिय क्षेत्र
इटियाही,1 नहर,162,आवासिय क्षेत्र
इटियाही,1 नहर,163,आवासिय क्षेत्र
इटियाही,1 नहर,165,आवासिय क्षेत्र
इटियाही,1 नहर,179,आवासिय क्षेत्र
इटियाही,1 नहर,210,आवासिय क्षेत्र
इटियाही,1 नहर,211,आवासिय क्षेत्र
इटियाही,1 नहर,212,आवासिय क्षेत्र
इटियाही,1 नहर,255,आवासिय क्षेत्र
इटियाही,1 नहर,257,आवासिय क्षेत्र
इटियाही,1 नहर,301,आवासिय क्षेत्र
इटियाही,1 नहर,328,आवासिय क्षेत्र
इटियाही,1 नहर,329,आवासिय क्षेत्र
इटियाही,1 नहर,352,आवासिय क्षेत्र
इटियाही,1 नहर,353,आवासिय क्षेत्र
इटियाही,1 नहर,354,आवासिय क्षेत्र
इटियाही,1 नहर,355,आवासिय क्षेत्र
इटियाही,1 नहर,357,आवासिय क्षेत्र
इटियाही,1 नहर,366,आवासिय क्षेत्र
इटियाही,1 नहर,367,आवासिय क्षेत्र
इटियाही,1 नहर,390,आवासिय क्षेत्र
इटियाही,1 नहर,392,आवासिय क्षेत्र
इटियाही,1 नहर,393,आवासिय क्षेत्र
इटियाही,1 नहर,398,आवासिय क्षेत्र
इटियाही,1 नहर,399,आवासिय क्षेत्र
इटियाही,1 नहर,400,आवासिय क्षेत्र
इटियाही,1 नहर,403,आवासिय क्षेत्र
इटियाही,1 नहर,404,आवासिय क्षेत्र
इटियाही,1 नहर,405,आवासिय क्षेत्र
इटियाही,1 नहर,411,आवासिय क्षेत्र
इटियाही,1 नहर,412,आवासिय क्षेत्र
इटियाही,1 नहर,414,आवासिय क्षेत्र
इटियाही,1 नहर,416,आवासिय क्षेत्र
इटियाही,1 नहर,417,आवासिय क्षेत्र
इटियाही,1 नहर,420,आवासिय क्षेत्र
इटियाही,1 नहर,421,आवासिय क्षेत्र
इटियाही,1 नहर,449,आवासिय क्षेत्र
इटियाही,1 नहर,450,आवासिय क्षेत्र
इटियाही,1 नहर,453,आवासिय क्षेत्र
इटियाही,1 नहर,456,आवासिय क्षेत्र
इटियाही,1 नहर,470,आवासिय क्षेत्र
इटियाही,1 नहर,471,आवासिय क्षेत्र
इटियाही,1 नहर,566,आवासिय क्षेत्र
इटियाही,1 नहर,567,आवासिय क्षेत्र
इटियाही,1 नहर,568,आवासिय क्षेत्र
इटियाही,1 नहर,572,आवासिय क्षेत्र
इटियाही,1 नहर,573,आवासिय क्षेत्र
इटियाही,1 नहर,574,आवासिय क्षेत्र
इटियाही,1 नहर,575,आवासिय क्षेत्र
इटियाही,1 नहर,585,आवासिय क्षेत्र
इटियाही,1 नहर,586,आवासिय क्षेत्र
इटियाही,1 नहर,587,आवासिय क्षेत्र
इटियाही,1 नहर,588,आवासिय क्षेत्र
इटियाही,1 नहर,623,आवासिय क्षेत्र
इटियाही,1 नहर,624,आवासिय क्षेत्र
इटियाही,1 नहर,837,आवासिय क्षेत्र
इटियाही,1 नहर,838,आवासिय क्षेत्र
इटियाही,1 नहर,9991,आवासिय क्षेत्र
इटियाही,1 नहर,9996,आवासिय क्षेत्र
इटियाही,1 नहर,9997,आवासिय क्षेत्र
इटियाही,1 नहर,9998,आवासिय क्षेत्र
इटियाही,1 नहर,9999,आवासिय क्षेत्र
इटियाही,2,1,आवासिय क्षेत्र
इटियाही,2,2,आवासिय क्षेत्र
इटियाही,2,3,आवासिय क्षेत्र
इटियाही,2,6,आवासिय क्षेत्र
इटियाही,2,8,आवासिय क्षेत्र
इटियाही,2,10,आवासिय क्षेत्र
इटियाही,2,11,आवासिय क्षेत्र
इटियाही,2,14,आवासिय क्षेत्र
इटियाही,2,16,आवासिय क्षेत्र
इटियाही,2,18,आवासिय क्षेत्र
इटियाही,2,19,आवासिय क्षेत्र
इटियाही,2,24,आवासिय क्षेत्र
इटियाही,2,31,आवासिय क्षेत्र
इटियाही,2,32,आवासिय क्षेत्र
इटियाही,2,33,आवासिय क्षेत्र
इटियाही,2,34,आवासिय क्षेत्र
इटियाही,2,39,आवासिय क्षेत्र
इटियाही,2,43,आवासिय क्षेत्र
इटियाही,2,44,आवासिय क्षेत्र
इटियाही,2,45,आवासिय क्षेत्र
इटियाही,2,45,आवासिय क्षेत्र
इटियाही,2,45,आवासिय क्षेत्र
इटियाही,2,45,आवासिय क्षेत्र
इटियाही,2,46,"नदी, खोला, ताल, सिमसार क्षेत्र"
इटियाही,2,47,आवासिय क्षेत्र
इटियाही,2,49,आवासिय क्षेत्र
इटियाही,2,51,आवासिय क्षेत्र
इटियाही,2,52,सार्वजनिक उपयोग क्षेत्र
इटियाही,2,54,आवासिय क्षेत्र
इटियाही,2,55,आवासिय क्षेत्र
इटियाही,2,56,आवासिय क्षेत्र
इटियाही,2,58,आवासिय क्षेत्र
इटियाही,2,59,आवासिय क्षेत्र
इटियाही,2,61,आवासिय क्षेत्र
इटियाही,2,62,आवासिय क्षेत्र
इटियाही,2,65,आवासिय क्षेत्र
इटियाही,2,68,आवासिय क्षेत्र
इटियाही,2,70,आवासिय क्षेत्र
इटियाही,2,71,आवासिय क्षेत्र
इटियाही,2,72,आवासिय क्षेत्र
इटियाही,2,73,आवासिय क्षेत्र
इटियाही,2,74,आवासिय क्षेत्र
इटियाही,2,75,आवासिय क्षेत्र
इटियाही,2,76,आवासिय क्षेत्र
इटियाही,2,77,आवासिय क्षेत्र
इटियाही,2,79,आवासिय क्षेत्र
इटियाही,2,81,आवासिय क्षेत्र
इटियाही,2,85,आवासिय क्षेत्र
इटियाही,2,86,आवासिय क्षेत्र
इटियाही,2,87,आवासिय क्षेत्र
इटियाही,2,88,आवासिय क्षेत्र
इटियाही,2,89,आवासिय क्षेत्र
इटियाही,2,91,आवासिय क्षेत्र
इटियाही,2,92,आवासिय क्षेत्र
इटियाही,2,97,आवासिय क्षेत्र
इटियाही,2,99,आवासिय क्षेत्र
इटियाही,2,100,आवासिय क्षेत्र
इटियाही,2,101,आवासिय क्षेत्र
इटियाही,2,106,आवासिय क्षेत्र
इटियाही,2,107,आवासिय क्षेत्र
इटियाही,2,108,आवासिय क्षेत्र
इटियाही,2,109,आवासिय क्षेत्र
इटियाही,2,110,आवासिय क्षेत्र
इटियाही,2,111,आवासिय क्षेत्र
इटियाही,2,113,आवासिय क्षेत्र
इटियाही,2,114,आवासिय क्षेत्र
इटियाही,2,115,आवासिय क्षेत्र
इटियाही,2,116,आवासिय क्षेत्र
इटियाही,2,117,आवासिय क्षेत्र
इटियाही,2,118,आवासिय क्षेत्र
इटियाही,2,119,आवासिय क्षेत्र
इटियाही,2,120,आवासिय क्षेत्र
इटियाही,2,123,आवासिय क्षेत्र
इटियाही,2,124,आवासिय क्षेत्र
इटियाही,2,128,आवासिय क्षेत्र
इटियाही,2,129,आवासिय क्षेत्र
इटियाही,2,130,आवासिय क्षेत्र
इटियाही,2,131,आवासिय क्षेत्र
इटियाही,2,132,आवासिय क्षेत्र
इटियाही,2,133,आवासिय क्षेत्र
इटियाही,2,134,आवासिय क्षेत्र
इटियाही,2,135,आवासिय क्षेत्र
इटियाही,2,137,आवासिय क्षेत्र
इटियाही,2,141,आवासिय क्षेत्र
इटियाही,2,148,आवासिय क्षेत्र
इटियाही,2,150,आवासिय क्षेत्र
इटियाही,2,151,आवासिय क्षेत्र
इटियाही,2,152,आवासिय क्षेत्र
इटियाही,2,153,आवासिय क्षेत्र
इटियाही,2,154,आवासिय क्षेत्र
इटियाही,2,155,आवासिय क्षेत्र
इटियाही,2,156,आवासिय क्षेत्र
इटियाही,2,158,व्यावसायिक क्षेत्र
इटियाही,2,159,व्यावसायिक क्षेत्र
इटियाही,2,160,आवासिय क्षेत्र
इटियाही,2,161,आवासिय क्षेत्र
इटियाही,2,162,आवासिय क्षेत्र
इटियाही,2,164,आवासिय क्षेत्र
इटियाही,2,165,आवासिय क्षेत्र
इटियाही,2,166,आवासिय क्षेत्र
इटियाही,2,167,आवासिय क्षेत्र
इटियाही,2,168,आवासिय क्षेत्र
इटियाही,2,169,आवासिय क्षेत्र
इटियाही,2,174,आवासिय क्षेत्र
इटियाही,2,175,आवासिय क्षेत्र
इटियाही,2,178,आवासिय क्षेत्र
इटियाही,2,180,आवासिय क्षेत्र
इटियाही,2,182,आवासिय क्षेत्र
इटियाही,2,183,आवासिय क्षेत्र
इटियाही,2,188,आवासिय क्षेत्र
इटियाही,2,192,आवासिय क्षेत्र
इटियाही,2,193,आवासिय क्षेत्र
इटियाही,2,194,आवासिय क्षेत्र
इटियाही,2,195,आवासिय क्षेत्र
इटियाही,2,196,आवासिय क्षेत्र
इटियाही,2,198,आवासिय क्षेत्र
इटियाही,2,199,आवासिय क्षेत्र
इटियाही,2,199,आवासिय क्षेत्र
इटियाही,2,204,आवासिय क्षेत्र
इटियाही,2,205,आवासिय क्षेत्र
इटियाही,2,206,आवासिय क्षेत्र
इटियाही,2,208,आवासिय क्षेत्र
इटियाही,2,209,आवासिय क्षेत्र
इटियाही,2,210,आवासिय क्षेत्र
इटियाही,2,211,आवासिय क्षेत्र
इटियाही,2,214,आवासिय क्षेत्र
इटियाही,2,215,आवासिय क्षेत्र
इटियाही,2,216,आवासिय क्षेत्र
इटियाही,2,217,आवासिय क्षेत्र
इटियाही,2,218,आवासिय क्षेत्र
इटियाही,2,219,आवासिय क्षेत्र
इटियाही,2,220,आवासिय क्षेत्र
इटियाही,2,221,आवासिय क्षेत्र
इटियाही,2,222,आवासिय क्षेत्र
इटियाही,2,247,आवासिय क्षेत्र
इटियाही,2,248,आवासिय क्षेत्र
इटियाही,2,249,आवासिय क्षेत्र
इटियाही,2,252,आवासिय क्षेत्र
इटियाही,2,255,आवासिय क्षेत्र
इटियाही,2,258,आवासिय क्षेत्र
इटियाही,2,260,आवासिय क्षेत्र
इटियाही,2,261,आवासिय क्षेत्र
इटियाही,2,271,आवासिय क्षेत्र
इटियाही,2,274,आवासिय क्षेत्र
इटियाही,2,275,आवासिय क्षेत्र
इटियाही,2,276,आवासिय क्षेत्र
इटियाही,2,277,आवासिय क्षेत्र
इटियाही,2,278,आवासिय क्षेत्र
इटियाही,2,302,आवासिय क्षेत्र
इटियाही,2,303,आवासिय क्षेत्र
इटियाही,2,304,आवासिय क्षेत्र
इटियाही,2,305,आवासिय क्षेत्र
इटियाही,2,306,आवासिय क्षेत्र
इटियाही,2,308,आवासिय क्षेत्र
इटियाही,2,309,आवासिय क्षेत्र
इटियाही,2,310,आवासिय क्षेत्र
इटियाही,2,311,आवासिय क्षेत्र
इटियाही,2,313,आवासिय क्षेत्र
इटियाही,2,314,आवासिय क्षेत्र
इटियाही,2,316,आवासिय क्षेत्र
इटियाही,2,317,आवासिय क्षेत्र
इटियाही,2,319,आवासिय क्षेत्र
इटियाही,2,320,आवासिय क्षेत्र
इटियाही,2,322,आवासिय क्षेत्र
इटियाही,2,327,आवासिय क्षेत्र
इटियाही,2,329,आवासिय क्षेत्र
इटियाही,2,335,आवासिय क्षेत्र
इटियाही,2,336,आवासिय क्षेत्र
इटियाही,2,337,आवासिय क्षेत्र
इटियाही,2,346,आवासिय क्षेत्र
इटियाही,2,362,आवासिय क्षेत्र
इटियाही,2,366,आवासिय क्षेत्र
इटियाही,2,368,आवासिय क्षेत्र
इटियाही,2,369,आवासिय क्षेत्र
इटियाही,2,389,व्यावसायिक क्षेत्र
इटियाही,2,392,आवासिय क्षेत्र
इटियाही,2,393,आवासिय क्षेत्र
इटियाही,2,394,आवासिय क्षेत्र
इटियाही,2,400,आवासिय क्षेत्र
इटियाही,2,401,आवासिय क्षेत्र
इटियाही,2,402,आवासिय क्षेत्र
